,image_id,frame_number,original_label
167,59a94ca5-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
168,5976a527-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
169,59b61506-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
170,59ec53d8-23d2-11e8-a6a3-ec086b02610b.jpg,3,rodent
171,59df5c0a-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
172,59751746-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
173,5a0affe8-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
174,59817cc7-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
175,599d7da6-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
176,5a0c9d0d-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
177,59a62969-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
178,59df5bc5-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
179,598ad125-23d2-11e8-a6a3-ec086b02610b.jpg,2,bird
180,59bac9a5-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
181,598941dc-23d2-11e8-a6a3-ec086b02610b.jpg,3,bird
182,59c31989-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
183,59830665-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
184,5a1e5081-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
185,59bfdf07-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
186,59e91b05-23d2-11e8-a6a3-ec086b02610b.jpg,3,rodent
187,5a2963a2-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
188,59a30c19-23d2-11e8-a6a3-ec086b02610b.jpg,1,rabbit
189,597cd757-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
190,59dc25a2-23d2-11e8-a6a3-ec086b02610b.jpg,3,raccoon
191,59a62c86-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
192,597b49ce-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
193,59baca3c-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
194,598ad087-23d2-11e8-a6a3-ec086b02610b.jpg,1,bobcat
195,597e6151-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
196,5973862c-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
197,59b131d2-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
198,5a2af3ce-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
199,5a26391d-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
200,59c4c1c4-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
201,59c80616-23d2-11e8-a6a3-ec086b02610b.jpg,2,fox
202,5a2c8488-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
203,59dc24f8-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
204,59e5e146-23d2-11e8-a6a3-ec086b02610b.jpg,2,bird
205,59a49cbc-23d2-11e8-a6a3-ec086b02610b.jpg,1,rabbit
206,59cf4587-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
207,596d62e3-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
208,59ffba46-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
209,5a197c35-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
210,598c5d78-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
211,5a2639bc-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
212,59a94b64-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
213,599fc0a9-23d2-11e8-a6a3-ec086b02610b.jpg,2,raccoon
214,59673620-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
215,598c5b72-23d2-11e8-a6a3-ec086b02610b.jpg,3,bobcat
216,59849793-23d2-11e8-a6a3-ec086b02610b.jpg,1,bobcat
217,5a217814-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
218,59aadb26-23d2-11e8-a6a3-ec086b02610b.jpg,1,bobcat
219,5a0e36c3-23d2-11e8-a6a3-ec086b02610b.jpg,2,lizard
220,59bfde7a-23d2-11e8-a6a3-ec086b02610b.jpg,1,lizard
221,598622e3-23d2-11e8-a6a3-ec086b02610b.jpg,3,fox
222,59a30cf6-23d2-11e8-a6a3-ec086b02610b.jpg,3,rodent
223,5976a494-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
224,5975143b-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
225,59b6167b-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
226,59eab75a-23d2-11e8-a6a3-ec086b02610b.jpg,1,bobcat
227,599a5b6a-23d2-11e8-a6a3-ec086b02610b.jpg,2,squirrel
228,59a30ad7-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
229,5976a2de-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
230,59f79968-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
231,59cb3943-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
232,5a1cb24b-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
233,59adfe5e-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
234,5971faa8-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
235,599d7b8f-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
236,59e77da1-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
237,596bd99a-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
238,597cd3bf-23d2-11e8-a6a3-ec086b02610b.jpg,3,rabbit
239,5987b269-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
240,598acf79-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
241,5a063088-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
242,596bd89d-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
243,59641d5f-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
244,597cd6ab-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
245,5a1fe931-23d2-11e8-a6a3-ec086b02610b.jpg,3,squirrel
246,59b7a7d1-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
247,59fae51c-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
248,59ec547d-23d2-11e8-a6a3-ec086b02610b.jpg,1,fox
249,5a17dd58-23d2-11e8-a6a3-ec086b02610b.jpg,1,fox
250,59edf21d-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
251,5995ae95-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
252,5a116b2b-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
253,59eab7c3-23d2-11e8-a6a3-ec086b02610b.jpg,2,bird
254,598ad056-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
255,59e91aa0-23d2-11e8-a6a3-ec086b02610b.jpg,1,bobcat
256,59bfdc9f-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
257,59f5fc84-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
258,5a1978f4-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
259,5978302b-23d2-11e8-a6a3-ec086b02610b.jpg,1,rabbit
260,59e91aae-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
261,59ddbfc7-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
262,59941f47-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
263,5a015d0b-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
264,59b484c2-23d2-11e8-a6a3-ec086b02610b.jpg,1,rabbit
265,598c5bca-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
266,59f79aa2-23d2-11e8-a6a3-ec086b02610b.jpg,3,opossum
267,5a06317d-23d2-11e8-a6a3-ec086b02610b.jpg,2,lizard
268,59f12a2e-23d2-11e8-a6a3-ec086b02610b.jpg,2,rodent
269,59a62b13-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
270,596bda3b-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
271,59817bb6-23d2-11e8-a6a3-ec086b02610b.jpg,4,bird
272,598f771e-23d2-11e8-a6a3-ec086b02610b.jpg,1,skunk
273,59dc27d8-23d2-11e8-a6a3-ec086b02610b.jpg,3,coyote
274,59ccd3cc-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
275,59c17a9f-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
276,5a231124-23d2-11e8-a6a3-ec086b02610b.jpg,2,skunk
277,5a2c8527-23d2-11e8-a6a3-ec086b02610b.jpg,3,fox
278,5a1e5250-23d2-11e8-a6a3-ec086b02610b.jpg,2,coyote
279,597514e3-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
280,5a26382c-23d2-11e8-a6a3-ec086b02610b.jpg,1,rabbit
281,5965ab06-23d2-11e8-a6a3-ec086b02610b.jpg,1,fox
282,5a062fe9-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
283,597e60f6-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
284,59c31886-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
285,59c4bfa6-23d2-11e8-a6a3-ec086b02610b.jpg,4,lizard
286,59b938c5-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
287,598ad012-23d2-11e8-a6a3-ec086b02610b.jpg,1,rodent
288,599be941-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
289,5a1fe635-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
290,59f79901-23d2-11e8-a6a3-ec086b02610b.jpg,1,mountain_lion
291,59e77cfa-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
292,59d0e2ca-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
293,59da8a1d-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
294,5967367a-23d2-11e8-a6a3-ec086b02610b.jpg,1,rodent
295,5a07cd09-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
296,5a24a699-23d2-11e8-a6a3-ec086b02610b.jpg,2,fox
297,59b7a693-23d2-11e8-a6a3-ec086b02610b.jpg,1,fox
298,59d0e244-23d2-11e8-a6a3-ec086b02610b.jpg,3,rodent
299,59bca40a-23d2-11e8-a6a3-ec086b02610b.jpg,3,fox
300,59b7a8aa-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
301,59830938-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
302,596eeff5-23d2-11e8-a6a3-ec086b02610b.jpg,2,cat
303,5987b205-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
304,59817cf8-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
305,59d27ca9-23d2-11e8-a6a3-ec086b02610b.jpg,2,skunk
306,5a0c9d20-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
307,5a27db92-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
308,5a0fcf48-23d2-11e8-a6a3-ec086b02610b.jpg,3,coyote
309,5a096b08-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
310,5971f8d7-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
311,5a06309e-23d2-11e8-a6a3-ec086b02610b.jpg,2,bird
312,59ccd069-23d2-11e8-a6a3-ec086b02610b.jpg,1,rodent
313,5a116c1c-23d2-11e8-a6a3-ec086b02610b.jpg,1,squirrel
314,596a4edd-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
315,5a063043-23d2-11e8-a6a3-ec086b02610b.jpg,3,dog
316,5a0969fa-23d2-11e8-a6a3-ec086b02610b.jpg,2,dog
317,59a7bb99-23d2-11e8-a6a3-ec086b02610b.jpg,2,bird
318,59bac92b-23d2-11e8-a6a3-ec086b02610b.jpg,3,coyote
319,5a27d956-23d2-11e8-a6a3-ec086b02610b.jpg,3,fox
320,5a2176eb-23d2-11e8-a6a3-ec086b02610b.jpg,3,rodent
321,59da8cf0-23d2-11e8-a6a3-ec086b02610b.jpg,2,coyote
322,59be3eeb-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
323,59f799e5-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
324,59f12bbf-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
325,5a2af62f-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
326,597e62f3-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
327,5a2637c6-23d2-11e8-a6a3-ec086b02610b.jpg,1,skunk
328,59ec53db-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
329,599be902-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
330,5995af7d-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
331,5a230f0f-23d2-11e8-a6a3-ec086b02610b.jpg,1,rodent
332,59e441eb-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
333,5a2176fd-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
334,598acf6b-23d2-11e8-a6a3-ec086b02610b.jpg,2,deer
335,59b61534-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
336,59adfdda-23d2-11e8-a6a3-ec086b02610b.jpg,1,bird
337,59df5daa-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
338,59fc7d07-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
339,59b485cf-23d2-11e8-a6a3-ec086b02610b.jpg,3,rodent
340,59894240-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
341,5968c27e-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
342,597513b4-23d2-11e8-a6a3-ec086b02610b.jpg,2,raccoon
343,59c66944-23d2-11e8-a6a3-ec086b02610b.jpg,1,coyote
344,5a1cb217-23d2-11e8-a6a3-ec086b02610b.jpg,2,bird
345,59e44021-23d2-11e8-a6a3-ec086b02610b.jpg,3,bird
346,5a0969ad-23d2-11e8-a6a3-ec086b02610b.jpg,1,fox
347,59b93904-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
348,5a062edd-23d2-11e8-a6a3-ec086b02610b.jpg,4,lizard
349,59e10599-23d2-11e8-a6a3-ec086b02610b.jpg,2,skunk
350,5a296460-23d2-11e8-a6a3-ec086b02610b.jpg,1,rabbit
351,5968c198-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
352,599a5b1e-23d2-11e8-a6a3-ec086b02610b.jpg,3,deer
353,5a0c9e0d-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
354,59bfdd6f-23d2-11e8-a6a3-ec086b02610b.jpg,1,raccoon
355,5a2c8548-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
356,59d7514e-23d2-11e8-a6a3-ec086b02610b.jpg,3,bird
357,59f5fc97-23d2-11e8-a6a3-ec086b02610b.jpg,2,rabbit
358,5a230fb7-23d2-11e8-a6a3-ec086b02610b.jpg,1,deer
